Match_ID,Player_ID,Runs,Wickets,Strike_Rate,Match_Date
M01279,P0403,37,6,82.35,2025/03/10
M01280,P2341,86,6,70.43,15/02/2025
M01281,P3184,68,3,142.05,15/02/2025
M01282,P2407,79,6,136.54,2025-01-15
M01283,P3501,7,6,213.07,Apr 12 2025
M01284,P3082,57,0,51.11,Apr 12 2025
M01285,P2460,100,3,60.64,2025-01-15
M01286,P0479,99,4,84.35,2025-01-15
M01287,P2738,49,6,154.02,2025-01-15
M01288,P0197,16,3,139.73,2025/03/10
M01289,P0329,75,5,153.11,2025/03/10
M01290,P0223,116,3,181.52,15/02/2025
M01291,P3572,149,3,159.15,15/02/2025
M01292,P0207,94,1,158.38,2025/03/10
M01293,P0069,126,3,125.26,2025/03/10
M01294,P1601,41,0,171.43,Apr 12 2025
M01295,P3627,35,5,118.55,Apr 12 2025
M01296,P2751,33,4,73.32,2025-01-15
M01297,P2276,23,5,198.32,Apr 12 2025
M01298,P3780,98,0,216.94,2025-01-15
M01299,P3151,67,0,117.54,2025/03/10
M01300,P0276,49,1,84.45,15/02/2025
M01301,P0366,33,2,110.84,15/02/2025
M01302,P0830,88,3,68.48,2025-01-15
M01303,P1902,2,1,194.42,15/02/2025
M01304,P2778,26,0,152.5,2025-01-15
M01305,P1556,28,1,177.56,15/02/2025
M01306,P3380,131,5,104.02,Apr 12 2025
M01307,P2031,139,4,215.99,Apr 12 2025
M01308,P0497,48,1,126.07,2025/03/10
M01309,P1258,67,4,58.36,15/02/2025
M01310,P3542,148,2,58.12,Apr 12 2025
M01311,P1205,130,0,215.42,2025-01-15
M01312,P1767,70,2,219.14,15/02/2025
M01313,P1851,52,5,92.52,2025-01-15
M01314,P1632,120,4,68.41,15/02/2025
M01315,P3708,118,5,184.46,15/02/2025
M01316,P3749,47,0,52.38,15/02/2025
M01317,P2618,23,3,202.03,15/02/2025
M01318,P0420,49,2,138.3,Apr 12 2025
M01319,P0703,146,4,107.82,Apr 12 2025
M01320,P3213,112,1,178.84,15/02/2025
M01321,P3583,138,1,199.03,15/02/2025
M01322,P2227,81,3,54.96,15/02/2025
M01323,P2345,115,5,53.9,Apr 12 2025
M01324,P1650,30,3,131.31,2025-01-15
M01325,P1650,127,1,203.05,15/02/2025
M01326,P3523,3,2,179.97,Apr 12 2025
M01327,P2215,36,0,162.01,15/02/2025
M01328,P0740,57,5,109.38,15/02/2025
M01329,P0354,100,5,198.49,2025/03/10
M01330,P0061,85,4,218.11,2025-01-15
M01331,P2813,67,3,146.8,2025-01-15
M01332,P2142,44,0,216.89,15/02/2025
M01333,P1341,145,3,214.72,2025-01-15
M01334,P2284,136,6,165.92,15/02/2025
M01335,P1762,138,2,183.17,2025-01-15
M01336,P0649,32,0,194.65,2025-01-15
M01337,P3897,58,5,193.1,Apr 12 2025
M01338,P2946,64,4,214.74,15/02/2025
M01339,P1222,86,6,175.02,2025-01-15
M01340,P2652,21,2,108.95,Apr 12 2025
M01341,P3319,9,5,161.32,2025-01-15
M01342,P1463,45,1,202.18,Apr 12 2025
M01343,P1834,99,3,83.32,15/02/2025
M01344,P0108,115,2,114.68,2025-01-15
M01345,P2516,16,5,156.73,Apr 12 2025
M01346,P2028,136,3,115.36,15/02/2025
M01347,P3511,147,3,135.99,15/02/2025
M01348,P3429,33,2,137.74,15/02/2025
M01349,P2024,9,6,159.36,2025/03/10
M01350,P2792,134,0,117.76,15/02/2025
M01351,P2795,60,2,58.82,2025/03/10
M01352,P3617,7,5,202.1,2025/03/10
M01353,P3095,99,3,173.71,2025/03/10
M01354,P2809,116,4,56.51,2025-01-15
M01355,P0688,71,4,79.9,2025/03/10
M01356,P3492,95,2,92.7,Apr 12 2025
M01357,P1887,100,1,73.86,2025/03/10
M01358,P0761,63,5,211.78,2025/03/10
M01359,P3234,100,6,197.28,15/02/2025
M01360,P2238,146,0,107.83,15/02/2025
M01361,P1068,20,5,165.69,2025/03/10
M01362,P0765,136,6,107.44,Apr 12 2025
M01363,P0729,87,3,78.51,15/02/2025
M01364,P1654,150,1,197.62,15/02/2025
M01365,P1407,135,4,182.89,2025/03/10
M01366,P0419,57,6,218.54,2025-01-15
M01367,P2294,100,2,112.19,Apr 12 2025
M01368,P2126,67,3,211.43,2025/03/10
M01369,P0065,82,6,132.92,2025/03/10
M01370,P3379,66,1,51.29,2025/03/10
M01371,P2573,30,5,201.96,2025-01-15
M01372,P3795,28,3,151.83,15/02/2025
M01373,P0193,50,4,191.61,2025/03/10
M01374,P2384,60,2,184.89,2025-01-15
M01375,P3435,93,1,117.07,2025-01-15
M01376,P1333,75,3,68.28,2025/03/10
M01377,P0829,27,1,173.92,2025/03/10
M01378,P2537,54,6,121.31,2025-01-15
M01379,P0976,109,3,194.77,2025-01-15
M01380,P0066,68,6,75.45,2025-01-15
M01381,P1162,22,0,181.98,15/02/2025
M01382,P1871,98,4,139.97,2025-01-15
M01383,P2852,134,3,145.45,15/02/2025
M01384,P3104,122,0,96.19,15/02/2025
M01385,P0963,131,4,144.83,2025/03/10
M01386,P1648,41,1,208.98,Apr 12 2025
M01387,P1705,14,2,196.89,Apr 12 2025
M01388,P3246,115,4,125.17,2025/03/10
M01389,P3534,42,1,133.76,2025/03/10
M01390,P2090,86,5,201.84,2025/03/10
M01391,P2218,86,5,150.01,2025/03/10
M01392,P3263,81,6,171.15,2025/03/10
M01393,P0729,128,1,101.77,2025-01-15
M01394,P0340,109,2,54.32,2025-01-15
M01395,P3615,10,0,76.51,2025/03/10
M01396,P1526,58,4,160.05,15/02/2025
M01397,P0298,60,1,159.25,2025-01-15
M01398,P3274,83,6,103.95,15/02/2025
M01399,P0023,82,2,131.69,15/02/2025
M01400,P2595,108,4,175.49,2025-01-15
M01401,P1163,77,2,194.69,Apr 12 2025
M01402,P1581,150,4,219.17,Apr 12 2025
M01403,P0591,127,6,167.36,15/02/2025
M01404,P1733,114,5,184.1,2025/03/10
M01405,P2635,105,1,176.97,15/02/2025
M01406,P1501,131,5,169.63,2025/03/10
M01407,P1180,53,0,139.39,15/02/2025
M01408,P2899,139,6,188.78,15/02/2025
M01409,P0780,16,1,84.03,15/02/2025
M01410,P3600,1,5,101.83,2025-01-15
M01411,P0242,96,5,51.38,2025-01-15
M01412,P2129,62,3,94.61,15/02/2025
M01413,P0836,141,3,108.65,15/02/2025
M01414,P3142,120,3,138.18,2025-01-15
M01415,P2725,116,1,183.78,2025/03/10
M01416,P1967,118,2,94.26,2025/03/10
M01417,P2303,68,3,73.06,15/02/2025
M01418,P3534,146,0,105.32,2025-01-15
M01419,P2093,116,3,202.94,15/02/2025
M01420,P2989,26,3,59.03,15/02/2025
M01421,P2943,112,0,159.72,15/02/2025
M01422,P0260,117,5,86.56,Apr 12 2025
M01423,P3225,55,4,161.42,15/02/2025
M01424,P3432,7,2,80.9,15/02/2025
M01425,P2362,145,4,86.4,Apr 12 2025
M01426,P3611,43,0,174.58,2025/03/10
M01427,P2693,149,0,158.86,15/02/2025
M01428,P2266,140,1,90.2,15/02/2025
M01429,P1332,93,5,213.91,15/02/2025
M01430,P1312,142,2,95.35,2025-01-15
M01431,P2004,118,5,176.42,Apr 12 2025
M01432,P0897,41,6,116.82,15/02/2025
M01433,P3859,5,4,106.55,2025/03/10
M01434,P2366,127,4,171.63,2025-01-15
M01435,P0740,114,4,190.23,Apr 12 2025
M01436,P0012,47,4,79.64,2025-01-15
M01437,P0664,14,2,91.9,Apr 12 2025
M01438,P3112,134,3,172.19,15/02/2025
M01439,P2009,83,1,148.53,15/02/2025
M01440,P0536,38,0,188.09,2025-01-15
M01441,P0552,93,3,173.96,2025-01-15
M01442,P2245,48,1,56.4,2025-01-15
M01443,P1087,141,3,153.12,Apr 12 2025
M01444,P2125,128,4,196.82,Apr 12 2025
M01445,P1431,53,5,175.8,2025/03/10
M01446,P2734,131,2,81.39,Apr 12 2025
M01447,P3786,15,6,192.44,2025-01-15
M01448,P0828,4,2,216.26,15/02/2025
M01449,P3779,99,5,63.94,2025/03/10
M01450,P0449,117,0,108.97,15/02/2025
M01451,P0861,146,6,65.91,15/02/2025
M01452,P2634,147,1,182.47,2025/03/10
M01453,P2720,6,0,101.47,Apr 12 2025
M01454,P1136,130,1,59.64,15/02/2025
M01455,P3735,1,4,120.65,Apr 12 2025
M01456,P0339,53,5,150.89,2025-01-15
M01457,P2494,29,1,117.63,15/02/2025
M01458,P2998,38,0,85.23,2025-01-15
M01459,P3551,117,3,129.31,15/02/2025
M01460,P0220,29,4,181.13,2025-01-15
M01461,P0475,28,3,118.46,15/02/2025
M01462,P3741,46,0,70.56,2025-01-15
M01463,P1829,34,5,108.3,Apr 12 2025
M01464,P3820,63,1,207.33,15/02/2025
M01465,P0152,75,4,82.72,Apr 12 2025
M01466,P1382,53,4,52.28,15/02/2025
M01467,P1866,77,6,138.57,15/02/2025
M01468,P3131,72,1,67.08,2025/03/10
M01469,P0094,142,5,117.11,15/02/2025
M01470,P3777,86,6,51.49,2025/03/10
M01471,P0552,38,4,98.74,15/02/2025
M01472,P0071,49,5,193.97,2025/03/10
M01473,P2956,97,6,184.47,2025-01-15
M01474,P3299,54,5,163.38,2025/03/10
M01475,P0526,149,3,189.99,2025-01-15
M01476,P0938,116,0,74.12,15/02/2025
M01477,P1737,91,4,105.53,2025/03/10
M01478,P1587,78,6,207.08,15/02/2025
M01479,P3467,6,2,210.06,15/02/2025
M01480,P0106,36,3,208.13,Apr 12 2025
M01481,P0505,92,4,77.53,15/02/2025
M01482,P2284,126,2,60.25,2025-01-15
M01483,P1815,21,3,122.45,2025-01-15
M01484,P1689,58,1,71.5,2025/03/10
M01485,P2176,27,2,104.3,15/02/2025
M01486,P3391,1,1,169.2,2025/03/10
M01487,P0133,63,0,71.2,2025/03/10
M01488,P3720,103,3,145.95,Apr 12 2025
M01489,P1510,108,6,102.4,2025-01-15
M01490,P1520,113,4,165.1,2025/03/10
M01491,P1524,72,3,193.4,15/02/2025
M01492,P1030,122,6,68.09,2025/03/10
M01493,P1892,111,0,68.8,2025-01-15
M01494,P3151,30,6,183.21,2025-01-15
M01495,P0159,53,0,187.04,Apr 12 2025
M01496,P2269,58,0,126.39,2025/03/10
M01497,P3128,23,3,77.52,2025-01-15
M01498,P2230,3,4,66.56,2025/03/10
M01499,P1835,27,1,150.77,2025-01-15
M01500,P1404,15,3,64.35,2025-01-15
M01501,P1674,115,0,91.91,Apr 12 2025
M01502,P2919,58,2,63.55,2025-01-15
M01503,P3331,73,2,214.89,2025/03/10
M01504,P2016,76,1,186.17,15/02/2025
M01505,P0468,50,0,52.96,Apr 12 2025
M01506,P0745,89,4,196.1,2025/03/10
M01507,P1831,109,5,123.01,2025/03/10
M01508,P2033,7,1,70.48,2025-01-15
M01509,P1368,50,5,186.62,15/02/2025
M01510,P2487,103,1,189.84,Apr 12 2025
M01511,P3777,65,6,124.37,Apr 12 2025
M01512,P1790,38,0,110.05,2025-01-15
M01513,P2149,61,6,73.5,Apr 12 2025
M01514,P0078,8,0,216.57,Apr 12 2025
M01515,P1700,108,0,102.8,2025/03/10
M01516,P2568,150,0,178.37,2025-01-15
M01517,P0208,114,4,132.56,Apr 12 2025
M01518,P0510,64,0,53.34,2025/03/10
M01519,P2399,60,4,180.61,2025-01-15
M01520,P3361,144,6,168.99,2025/03/10
M01521,P2352,0,2,92.38,2025-01-15
M01522,P1298,44,0,93.44,2025-01-15
M01523,P3309,150,2,159.92,Apr 12 2025
M01524,P3807,101,6,153.04,Apr 12 2025
M01525,P2617,57,5,61.07,Apr 12 2025
M01526,P2418,112,5,70.45,Apr 12 2025
M01527,P1566,142,5,99.74,Apr 12 2025
M01528,P3720,97,0,75.23,Apr 12 2025
M01529,P1175,12,3,131.58,2025/03/10
M01530,P1017,59,6,79.61,2025/03/10
M01531,P1790,46,1,175.28,2025/03/10
M01532,P2388,145,0,219.26,Apr 12 2025
M01533,P3306,3,0,170.95,2025/03/10
M01534,P0677,110,6,217.97,15/02/2025
M01535,P0108,54,3,58.67,Apr 12 2025
M01536,P3358,138,6,79.16,2025-01-15
M01537,P1683,14,6,76.92,2025-01-15
M01538,P2584,66,0,194.44,2025-01-15
M01539,P0964,94,5,169.31,Apr 12 2025
M01540,P3690,37,0,64.2,Apr 12 2025
M01541,P0092,137,4,156.41,2025/03/10
M01542,P3801,130,0,188.6,2025-01-15
M01543,P2239,102,2,101.7,15/02/2025
M01544,P0659,30,3,210.96,2025/03/10
M01545,P2138,131,5,207.61,Apr 12 2025
M01546,P2077,95,3,208.53,15/02/2025
M01547,P0253,6,2,141.82,Apr 12 2025
M01548,P1943,81,3,163.32,15/02/2025
M01549,P3450,48,3,145.78,2025/03/10
M01550,P2440,103,0,179.98,2025-01-15
M01551,P3827,40,4,201.47,2025/03/10
M01552,P3242,42,4,163.97,15/02/2025
M01553,P1898,100,4,210.36,Apr 12 2025
M01554,P2723,12,2,57.33,2025/03/10
M01555,P0940,30,2,203.8,2025-01-15
M01556,P3237,148,3,69.12,Apr 12 2025
M01557,P0181,126,4,159.2,15/02/2025
M01558,P1997,72,5,201.94,15/02/2025
M01559,P1366,96,2,68.19,Apr 12 2025
M01560,P2380,101,1,99.78,2025-01-15
M01561,P3625,107,5,158.74,Apr 12 2025
M01562,P1572,139,1,172.46,Apr 12 2025
M01563,P0105,68,3,136.99,15/02/2025
M01564,P0266,113,0,76.0,2025/03/10
M01565,P0419,98,1,77.17,2025/03/10
M01566,P2376,62,6,157.15,2025/03/10
M01567,P2223,139,1,50.06,15/02/2025
M01568,P1090,136,3,140.56,15/02/2025
M01569,P2516,10,3,73.37,2025/03/10
M01570,P1619,122,1,218.4,Apr 12 2025
M01571,P2466,147,0,122.24,2025-01-15
M01572,P0366,76,0,86.46,2025-01-15
M01573,P2403,63,2,162.4,15/02/2025
M01574,P3362,52,5,119.25,15/02/2025
M01575,P0874,121,5,119.3,2025-01-15
M01576,P1400,47,1,57.44,2025/03/10
M01577,P1316,142,4,66.05,2025/03/10
M01578,P3194,5,1,111.25,2025/03/10
M01579,P3074,77,3,74.59,2025-01-15
M01580,P2525,24,3,104.04,2025-01-15
M01581,P3576,49,5,99.16,2025-01-15
M01582,P3227,145,3,118.35,2025-01-15
M01583,P1926,123,5,61.11,15/02/2025
M01584,P2868,66,4,141.5,2025-01-15
M01585,P2240,138,5,50.48,Apr 12 2025
M01586,P1892,141,1,66.47,2025-01-15
M01587,P1814,69,3,137.89,2025-01-15
M01588,P3225,57,6,105.5,15/02/2025
M01589,P3765,100,5,114.01,2025/03/10
M01590,P2237,108,4,162.74,15/02/2025
M01591,P2863,148,3,168.4,Apr 12 2025
M01592,P1277,129,3,146.43,2025-01-15
M01593,P1341,87,4,94.41,2025/03/10
M01594,P3292,12,0,71.1,15/02/2025
M01595,P2959,46,0,193.62,Apr 12 2025
M01596,P1480,63,5,207.89,2025-01-15
M01597,P1439,29,0,130.66,Apr 12 2025
M01598,P2797,15,1,191.53,Apr 12 2025
M01599,P0849,107,2,92.25,15/02/2025
M01600,P0410,131,4,94.18,2025/03/10
M01601,P2456,14,3,132.54,2025-01-15
M01602,P0102,146,2,187.19,2025/03/10
M01603,P2173,148,2,80.42,2025/03/10
M01604,P3771,96,3,166.01,2025/03/10
M01605,P3218,142,4,123.93,Apr 12 2025
M01606,P1682,12,2,184.16,2025/03/10
M01607,P0663,3,6,184.39,2025/03/10
M01608,P1290,108,6,111.91,Apr 12 2025
M01609,P1393,137,0,147.11,2025/03/10
M01610,P3146,81,1,82.69,2025-01-15
M01611,P1742,33,1,195.7,2025/03/10
M01612,P1058,103,3,183.16,15/02/2025
M01613,P3156,107,2,169.1,2025-01-15
M01614,P0445,101,5,106.78,2025/03/10
M01615,P0938,13,0,168.11,Apr 12 2025
M01616,P0657,47,0,79.73,2025/03/10
M01617,P0742,115,3,213.94,Apr 12 2025
M01618,P2843,121,2,118.21,2025/03/10
M01619,P2512,17,3,54.72,2025-01-15
M01620,P0725,71,5,217.19,2025-01-15
M01621,P1526,128,6,212.61,Apr 12 2025
M01622,P0246,1,6,203.75,2025-01-15
M01623,P0444,121,4,137.77,Apr 12 2025
M01624,P1971,126,4,71.73,2025-01-15
M01625,P0709,147,4,200.02,2025/03/10
M01626,P1819,3,6,96.44,15/02/2025
M01627,P2943,104,6,94.73,15/02/2025
M01628,P2616,108,0,75.04,2025-01-15
M01629,P3767,42,0,84.66,2025/03/10
M01630,P0938,122,2,88.76,2025/03/10
M01631,P2853,150,5,115.6,2025-01-15
M01632,P1890,141,2,215.53,15/02/2025
M01633,P1510,67,4,79.72,15/02/2025
M01634,P0506,142,5,177.7,2025/03/10
M01635,P3599,64,2,185.48,2025/03/10
M01636,P0194,8,5,210.58,2025/03/10
M01637,P1252,94,2,160.88,2025/03/10
M01638,P3031,37,6,83.46,2025-01-15
M01639,P0457,35,1,76.21,Apr 12 2025
M01640,P1170,137,4,180.11,Apr 12 2025
M01641,P2795,21,3,124.53,Apr 12 2025
M01642,P3130,52,1,162.96,15/02/2025
M01643,P2005,43,0,82.58,Apr 12 2025
M01644,P2807,43,6,62.37,Apr 12 2025
M01645,P1449,3,5,142.29,2025-01-15
M01646,P2486,99,1,190.54,2025/03/10
M01647,P1348,49,0,115.72,15/02/2025
M01648,P1332,139,4,191.06,2025/03/10
M01649,P2557,58,2,194.12,2025/03/10
M01650,P0049,9,6,206.54,2025-01-15
M01651,P2109,17,5,198.34,Apr 12 2025
M01652,P1943,129,2,137.41,2025-01-15
M01653,P3452,108,2,218.11,2025/03/10
M01654,P1041,65,5,212.44,2025/03/10
M01655,P1073,109,0,190.39,15/02/2025
M01656,P3357,136,2,167.03,Apr 12 2025
M01657,P2469,55,3,169.78,2025-01-15
M01658,P0064,82,1,159.42,2025-01-15
M01659,P0603,137,3,213.26,2025/03/10
M01660,P3581,137,5,115.62,Apr 12 2025
M01661,P2402,135,4,181.99,2025-01-15
M01662,P1254,80,3,148.39,15/02/2025
M01663,P3431,122,0,96.62,Apr 12 2025
M01664,P2790,35,2,114.06,2025-01-15
M01665,P3319,22,6,173.91,Apr 12 2025
M01666,P2911,64,1,95.53,15/02/2025
M01667,P3407,142,5,88.49,Apr 12 2025
M01668,P0667,133,1,90.51,2025-01-15
M01669,P0619,28,5,162.12,Apr 12 2025
M01670,P0124,100,6,76.71,15/02/2025
M01671,P0707,132,6,137.5,2025-01-15
M01672,P2916,147,4,207.1,15/02/2025
M01673,P0597,31,0,188.76,2025-01-15
M01674,P0759,58,1,201.12,2025-01-15
M01675,P0259,133,3,128.42,Apr 12 2025
M01676,P0470,11,0,136.35,Apr 12 2025
M01677,P2929,98,0,51.9,2025-01-15
M01678,P3350,75,1,113.35,2025-01-15
M01679,P1183,15,5,89.99,2025/03/10
M01680,P3804,81,5,91.47,2025-01-15
M01681,P2416,130,6,58.05,Apr 12 2025
M01682,P1132,107,6,177.68,15/02/2025
M01683,P0799,80,2,119.47,2025/03/10
M01684,P3409,25,0,50.62,2025-01-15
M01685,P1873,103,1,50.6,2025/03/10
M01686,P3865,84,5,150.02,Apr 12 2025
M01687,P3417,19,2,53.32,2025-01-15
M01688,P1786,110,5,116.29,2025/03/10
M01689,P0377,18,0,203.85,Apr 12 2025
M01690,P3753,94,2,197.48,2025-01-15
M01691,P2884,57,2,50.27,Apr 12 2025
M01692,P2219,82,0,117.8,2025/03/10
M01693,P3164,120,0,138.87,2025-01-15
M01694,P1505,143,6,83.09,Apr 12 2025
M01695,P2246,51,2,144.17,Apr 12 2025
M01696,P2189,145,4,155.71,15/02/2025
M01697,P1591,117,6,52.62,15/02/2025
M01698,P2212,110,4,144.42,2025-01-15
M01699,P1936,135,5,162.27,Apr 12 2025
M01700,P3202,18,2,55.21,Apr 12 2025
M01701,P0740,92,3,193.46,Apr 12 2025
M01702,P3674,96,0,167.85,15/02/2025
M01703,P0519,5,0,72.56,2025/03/10
M01704,P1862,133,4,145.04,15/02/2025
M01705,P1558,3,2,216.22,2025-01-15
M01706,P3118,146,2,208.87,2025-01-15
M01707,P3212,118,2,107.05,2025/03/10
M01708,P0483,117,3,127.68,2025-01-15
M01709,P2749,35,3,100.46,15/02/2025
M01710,P3212,19,0,142.11,15/02/2025
M01711,P1149,23,4,171.17,Apr 12 2025
M01712,P3851,35,3,95.27,15/02/2025
M01713,P0578,122,2,137.08,2025-01-15
M01714,P1841,13,6,170.21,2025/03/10
M01715,P2954,93,2,205.76,2025-01-15
M01716,P3373,141,2,165.77,2025/03/10
M01717,P1992,11,2,123.97,15/02/2025
M01718,P0012,147,1,71.48,2025/03/10
M01719,P2036,0,5,147.67,2025-01-15
M01720,P0260,102,1,207.31,2025/03/10
M01721,P1680,70,0,128.09,15/02/2025
M01722,P3389,34,2,194.1,Apr 12 2025
M01723,P0728,128,1,206.32,2025/03/10
M01724,P3635,71,0,59.93,Apr 12 2025
M01725,P2131,132,1,77.36,2025/03/10
M01726,P2938,115,1,65.32,Apr 12 2025
M01727,P0297,99,4,207.11,2025/03/10
M01728,P0026,123,0,60.02,2025/03/10
M01729,P3863,143,5,168.66,2025-01-15
M01730,P0375,29,4,113.21,2025-01-15
M01731,P2501,45,6,128.85,2025-01-15
M01732,P3344,22,2,81.61,2025-01-15
M01733,P3062,11,5,111.66,Apr 12 2025
M01734,P0219,145,1,83.93,2025-01-15
M01735,P1894,18,6,123.13,2025/03/10
M01736,P2788,3,0,212.69,2025/03/10
M01737,P3712,22,4,147.58,2025/03/10
M01738,P2302,83,5,99.82,15/02/2025
M01739,P3267,145,4,129.62,15/02/2025
M01740,P3544,105,2,72.36,2025/03/10
M01741,P1143,120,6,69.65,2025-01-15
M01742,P2558,131,1,216.16,15/02/2025
M01743,P3297,79,6,141.53,15/02/2025
M01744,P3694,18,0,93.83,2025-01-15
M01745,P0630,90,6,145.45,Apr 12 2025
M01746,P0909,46,0,129.61,2025/03/10
M01747,P0874,92,3,93.53,15/02/2025
M01748,P1382,38,3,140.09,Apr 12 2025
M01749,P3531,69,4,124.02,Apr 12 2025
M01750,P1835,49,4,143.15,2025/03/10
M01751,P3650,76,4,135.57,2025/03/10
M01752,P0725,81,6,88.73,2025/03/10
M01753,P1663,35,4,58.06,2025/03/10
M01754,P0218,114,6,125.54,2025/03/10
M01755,P2887,12,3,111.22,2025/03/10
M01756,P1444,20,2,213.36,15/02/2025
M01757,P0844,144,1,173.96,2025-01-15
M01758,P2434,8,4,209.28,2025/03/10
M01759,P0439,10,3,156.92,2025/03/10
M01760,P2993,7,5,218.32,2025-01-15
M01761,P3644,59,0,211.68,2025-01-15
M01762,P1896,129,3,66.11,2025-01-15
M01763,P0583,84,6,100.14,Apr 12 2025
M01764,P2794,99,0,166.75,15/02/2025
M01765,P0689,6,3,171.9,2025/03/10
M01766,P3766,59,2,188.99,2025/03/10
M01767,P2862,21,5,80.11,2025-01-15
M01768,P3658,21,5,72.99,Apr 12 2025
M01769,P3691,80,6,184.96,2025/03/10
M01770,P3572,15,0,76.84,Apr 12 2025
M01771,P3112,12,0,104.32,2025/03/10
M01772,P0879,46,2,214.32,2025/03/10
M01773,P1803,86,0,124.47,2025-01-15
M01774,P3420,126,0,180.05,15/02/2025
M01775,P3460,33,3,151.14,2025-01-15
M01776,P3813,90,5,176.34,2025/03/10
M01777,P2638,7,1,163.29,2025-01-15
M01778,P0198,2,3,98.93,15/02/2025
M01779,P1246,3,1,167.3,2025-01-15
M01780,P0013,71,2,71.43,2025-01-15
M01781,P3598,54,3,57.75,2025/03/10
M01782,P0264,18,4,100.98,2025-01-15
M01783,P0907,86,4,154.82,15/02/2025
M01784,P2235,91,2,179.19,15/02/2025
M01785,P3725,95,5,146.4,15/02/2025
M01786,P0188,92,3,62.01,2025-01-15
M01787,P1670,124,4,209.9,2025-01-15
M01788,P2639,4,3,147.1,2025-01-15
M01789,P0302,139,3,171.91,Apr 12 2025
M01790,P1077,11,6,168.23,15/02/2025
M01791,P1962,128,2,168.05,15/02/2025
M01792,P2936,55,5,82.95,2025/03/10
M01793,P1257,148,5,213.74,2025/03/10
M01794,P3531,57,0,50.47,Apr 12 2025
M01795,P1878,96,6,194.17,15/02/2025
M01796,P1369,83,0,87.05,2025/03/10
M01797,P3394,2,0,133.85,Apr 12 2025
M01798,P1283,65,1,202.8,15/02/2025
M01799,P1171,27,3,141.33,15/02/2025
M01800,P2385,15,5,81.75,15/02/2025
M01801,P0897,56,2,106.28,2025-01-15
M01802,P0286,3,5,183.87,2025-01-15
M01803,P2635,107,6,165.05,2025/03/10
M01804,P1001,1,5,179.93,Apr 12 2025
M01805,P2091,64,1,52.37,2025-01-15
M01806,P0363,98,3,125.49,15/02/2025
M01807,P2525,1,2,202.39,2025/03/10
M01808,P3783,116,2,178.22,Apr 12 2025
M01809,P1325,144,6,81.63,15/02/2025
M01810,P2431,108,2,78.47,2025-01-15
M01811,P0946,61,3,164.08,15/02/2025
M01812,P3266,2,5,74.05,2025/03/10
M01813,P1449,133,1,63.22,Apr 12 2025
M01814,P1898,6,5,151.29,2025-01-15
M01815,P3717,113,0,65.44,2025/03/10
M01816,P3449,41,1,171.33,2025-01-15
M01817,P0742,48,3,169.07,15/02/2025
M01818,P0406,43,0,109.94,2025-01-15
M01819,P2140,146,3,172.87,2025/03/10
M01820,P2317,24,3,68.09,2025-01-15
M01821,P2061,111,1,141.04,2025/03/10
M01822,P2254,140,0,174.16,2025/03/10
M01823,P2331,118,5,215.38,15/02/2025
M01824,P2884,24,3,144.52,2025-01-15
M01825,P2904,12,6,218.71,2025/03/10
M01826,P3757,60,3,140.95,15/02/2025
M01827,P0276,140,3,153.47,15/02/2025
M01828,P2083,148,3,202.87,2025/03/10
M01829,P1359,79,6,59.08,2025-01-15
M01830,P2105,35,1,172.81,Apr 12 2025
M01831,P0666,0,0,80.2,15/02/2025
M01832,P2520,75,4,71.67,15/02/2025
M01833,P0555,39,0,92.83,2025/03/10
M01834,P1142,124,2,161.32,15/02/2025
M01835,P3787,134,5,68.65,Apr 12 2025
M01836,P1475,147,4,170.79,2025-01-15
M01837,P2758,32,5,156.64,2025-01-15
M01838,P0523,9,5,85.34,2025-01-15
M01839,P1135,38,1,194.9,15/02/2025
M01840,P2937,112,3,111.06,15/02/2025
M01841,P2849,26,1,113.4,15/02/2025
M01842,P0170,33,4,65.9,2025/03/10
M01843,P3631,12,3,93.09,15/02/2025
M01844,P0012,14,2,171.59,15/02/2025
M01845,P3830,112,3,128.13,Apr 12 2025
M01846,P3700,149,0,153.89,15/02/2025
M01847,P0541,18,5,53.9,15/02/2025
M01848,P2451,22,3,166.05,2025-01-15
M01849,P1924,76,3,197.08,2025-01-15
M01850,P3526,40,4,177.34,15/02/2025
M01851,P0489,7,2,92.15,2025/03/10
M01852,P0274,99,3,77.57,2025-01-15
M01853,P3283,51,0,121.37,2025-01-15
M01854,P2053,14,2,119.0,2025/03/10
M01855,P3446,106,6,214.85,Apr 12 2025
M01856,P1887,10,3,89.76,Apr 12 2025
M01857,P3809,39,0,146.96,Apr 12 2025
M01858,P1483,92,0,101.54,2025/03/10
M01859,P3190,65,2,161.52,Apr 12 2025
M01860,P1768,100,1,166.43,15/02/2025
M01861,P2938,57,4,120.86,2025-01-15
M01862,P1239,96,1,127.11,15/02/2025
M01863,P3468,43,3,72.9,2025-01-15
M01864,P0363,75,1,93.47,Apr 12 2025
M01865,P2726,35,6,175.6,2025/03/10
M01866,P1092,38,0,165.46,2025-01-15
M01867,P2187,126,4,211.56,2025-01-15
M01868,P3031,104,1,158.71,2025/03/10
M01869,P3717,21,5,152.13,Apr 12 2025
M01870,P1080,56,1,145.15,15/02/2025
M01871,P3635,34,5,214.17,2025/03/10
M01872,P3880,117,1,201.12,2025-01-15
M01873,P1494,136,1,88.24,2025/03/10
M01874,P3889,51,6,55.9,15/02/2025
