Player_ID,Player_Name,Team,Role,Age
P0661,Player_661,PBKS,Batsman,20
P0662,Player_662,DC,Wicket Keeper,25
P0663,Player_663,KKR,All-Rounder,19
P0664,Player_664,RCB,All-Rounder,33
P0665,Player_665,LSG,Wicket Keeper,27
P0666,Player_666,GT,Batsman,21
P0667,Player_667,DC,Bowler,26
P0668,Player_668,RR,Wicket Keeper,29
P0669,Player_669,RCB,Wicket Keeper,19
P0670,Player_670,LSG,Bowler,29
P0671,Player_671,GT,All-Rounder,20
P0672,Player_672,DC,Wicket Keeper,35
P0673,Player_673,SRH,Batsman,22
P0674,Player_674,MI,Wicket Keeper,29
P0675,Player_675,RR,All-Rounder,22
P0676,Player_676,KKR,Wicket Keeper,34
P0677,Player_677,RCB,Batsman,19
P0678,Player_678,CSK,All-Rounder,33
P0679,Player_679,GT,Wicket Keeper,22
P0680,Player_680,LSG,Bowler,28
P0681,Player_681,LSG,All-Rounder,23
P0682,Player_682,DC,All-Rounder,36
P0683,Player_683,RR,Wicket Keeper,40
P0684,Player_684,LSG,All-Rounder,33
P0685,Player_685,RCB,All-Rounder,28
P0686,Player_686,MI,Wicket Keeper,36
P0687,Player_687,SRH,Batsman,37
P0688,Player_688,PBKS,All-Rounder,38
P0689,Player_689,LSG,Bowler,19
P0690,Player_690,LSG,Wicket Keeper,23
P0691,Player_691,GT,Wicket Keeper,22
P0692,Player_692,KKR,Batsman,36
P0693,Player_693,MI,Bowler,18
P0694,Player_694,PBKS,All-Rounder,31
P0695,Player_695,CSK,Wicket Keeper,40
P0696,Player_696,KKR,Wicket Keeper,34
P0697,Player_697,LSG,Wicket Keeper,19
P0698,Player_698,CSK,Bowler,35
P0699,Player_699,RR,Wicket Keeper,34
P0700,Player_700,DC,All-Rounder,23
P0701,Player_701,PBKS,All-Rounder,35
P0702,Player_702,RR,All-Rounder,37
P0703,Player_703,PBKS,Bowler,25
P0704,Player_704,SRH,All-Rounder,25
P0705,Player_705,SRH,All-Rounder,40
P0706,Player_706,KKR,Wicket Keeper,28
P0707,Player_707,PBKS,All-Rounder,35
P0708,Player_708,SRH,All-Rounder,21
P0709,Player_709,LSG,Wicket Keeper,30
P0710,Player_710,RR,Bowler,27
P0711,Player_711,RCB,All-Rounder,40
P0712,Player_712,MI,All-Rounder,32
P0713,Player_713,SRH,Wicket Keeper,24
P0714,Player_714,KKR,All-Rounder,35
P0715,Player_715,SRH,Bowler,21
P0716,Player_716,LSG,Bowler,25
P0717,Player_717,RCB,Bowler,38
P0718,Player_718,KKR,Batsman,21
P0719,Player_719,DC,All-Rounder,40
P0720,Player_720,PBKS,Batsman,39
P0721,Player_721,CSK,Batsman,35
P0722,Player_722,CSK,Wicket Keeper,38
P0723,Player_723,PBKS,Wicket Keeper,38
P0724,Player_724,KKR,All-Rounder,28
P0725,Player_725,SRH,Batsman,20
P0726,Player_726,LSG,Bowler,35
P0727,Player_727,RCB,Bowler,31
P0728,Player_728,CSK,Batsman,30
P0729,Player_729,PBKS,Bowler,27
P0730,Player_730,RCB,Batsman,27
P0731,Player_731,LSG,Batsman,28
P0732,Player_732,SRH,Wicket Keeper,38
P0733,Player_733,GT,Wicket Keeper,22
P0734,Player_734,GT,Wicket Keeper,26
P0735,Player_735,KKR,Batsman,28
P0736,Player_736,CSK,Wicket Keeper,38
P0737,Player_737,SRH,Bowler,18
P0738,Player_738,RR,All-Rounder,36
P0739,Player_739,KKR,Bowler,37
P0740,Player_740,DC,Wicket Keeper,34
P0741,Player_741,RR,Batsman,30
P0742,Player_742,MI,Bowler,22
P0743,Player_743,PBKS,All-Rounder,25
P0744,Player_744,RCB,All-Rounder,30
P0745,Player_745,KKR,Wicket Keeper,26
P0746,Player_746,RR,All-Rounder,36
P0747,Player_747,LSG,Batsman,26
P0748,Player_748,RR,Bowler,19
P0749,Player_749,MI,Wicket Keeper,27
P0750,Player_750,CSK,Wicket Keeper,39
P0751,Player_751,GT,All-Rounder,40
P0752,Player_752,MI,All-Rounder,29
P0753,Player_753,LSG,Bowler,25
P0754,Player_754,CSK,Wicket Keeper,22
P0755,Player_755,PBKS,All-Rounder,31
P0756,Player_756,GT,Wicket Keeper,35
P0757,Player_757,KKR,Bowler,39
P0758,Player_758,LSG,Batsman,34
P0759,Player_759,PBKS,All-Rounder,20
P0760,Player_760,LSG,Batsman,19
P0761,Player_761,GT,Bowler,36
P0762,Player_762,GT,Bowler,23
P0763,Player_763,RR,Wicket Keeper,21
P0764,Player_764,KKR,Wicket Keeper,20
P0765,Player_765,GT,Wicket Keeper,19
P0766,Player_766,PBKS,Bowler,34
P0767,Player_767,DC,Wicket Keeper,36
P0768,Player_768,RCB,Wicket Keeper,39
P0769,Player_769,SRH,Batsman,30
P0770,Player_770,SRH,Batsman,24
P0771,Player_771,LSG,Batsman,19
P0772,Player_772,DC,All-Rounder,40
P0773,Player_773,MI,Batsman,20
P0774,Player_774,PBKS,Batsman,27
P0775,Player_775,DC,Bowler,22
P0776,Player_776,DC,All-Rounder,30
P0777,Player_777,PBKS,Wicket Keeper,30
P0778,Player_778,MI,Bowler,38
P0779,Player_779,RR,Batsman,23
P0780,Player_780,GT,Wicket Keeper,34
P0781,Player_781,CSK,Bowler,18
P0782,Player_782,RCB,All-Rounder,32
P0783,Player_783,GT,Wicket Keeper,35
P0784,Player_784,DC,Bowler,25
P0785,Player_785,PBKS,All-Rounder,22
P0786,Player_786,SRH,Bowler,21
P0787,Player_787,RCB,Wicket Keeper,37
P0788,Player_788,RCB,Bowler,24
P0789,Player_789,MI,Batsman,37
P0790,Player_790,RCB,Wicket Keeper,37
P0791,Player_791,RCB,Bowler,19
P0792,Player_792,DC,Wicket Keeper,25
P0793,Player_793,GT,Bowler,19
P0794,Player_794,CSK,All-Rounder,25
P0795,Player_795,LSG,All-Rounder,36
P0796,Player_796,LSG,All-Rounder,25
P0797,Player_797,SRH,Bowler,39
P0798,Player_798,GT,Bowler,31
P0799,Player_799,SRH,All-Rounder,19
P0800,Player_800,GT,Bowler,38
P0801,Player_801,DC,Wicket Keeper,19
P0802,Player_802,RR,Wicket Keeper,34
P0803,Player_803,RR,Wicket Keeper,31
P0804,Player_804,CSK,All-Rounder,30
P0805,Player_805,CSK,Wicket Keeper,25
P0806,Player_806,KKR,All-Rounder,40
P0807,Player_807,CSK,Wicket Keeper,19
P0808,Player_808,GT,Wicket Keeper,31
P0809,Player_809,GT,Bowler,30
P0810,Player_810,KKR,All-Rounder,24
P0811,Player_811,RR,Batsman,32
P0812,Player_812,RR,Batsman,35
P0813,Player_813,KKR,Batsman,26
P0814,Player_814,DC,Batsman,20
P0815,Player_815,KKR,Bowler,33
P0816,Player_816,KKR,All-Rounder,27
P0817,Player_817,RCB,Bowler,24
P0818,Player_818,MI,Wicket Keeper,25
P0819,Player_819,LSG,Bowler,30
P0820,Player_820,KKR,All-Rounder,27
P0821,Player_821,DC,Wicket Keeper,35
P0822,Player_822,RR,All-Rounder,26
P0823,Player_823,RR,Wicket Keeper,32
P0824,Player_824,MI,Wicket Keeper,28
P0825,Player_825,KKR,All-Rounder,28
P0826,Player_826,DC,Batsman,36
P0827,Player_827,KKR,Bowler,18
P0828,Player_828,SRH,Wicket Keeper,27
P0829,Player_829,CSK,Bowler,28
P0830,Player_830,KKR,Wicket Keeper,36
P0831,Player_831,KKR,Wicket Keeper,35
P0832,Player_832,RR,All-Rounder,33
P0833,Player_833,PBKS,Wicket Keeper,23
P0834,Player_834,RR,Bowler,22
P0835,Player_835,GT,Wicket Keeper,23
P0836,Player_836,GT,Batsman,34
P0837,Player_837,RCB,Batsman,39
P0838,Player_838,RCB,Batsman,31
P0839,Player_839,CSK,Bowler,20
P0840,Player_840,CSK,Batsman,24
P0841,Player_841,GT,Wicket Keeper,29
P0842,Player_842,RCB,Wicket Keeper,39
P0843,Player_843,PBKS,Batsman,18
P0844,Player_844,GT,Wicket Keeper,18
P0845,Player_845,RCB,All-Rounder,35
P0846,Player_846,SRH,Batsman,34
P0847,Player_847,DC,Bowler,21
P0848,Player_848,MI,Bowler,25
P0849,Player_849,KKR,All-Rounder,29
P0850,Player_850,SRH,Wicket Keeper,20
P0851,Player_851,RR,Wicket Keeper,32
P0852,Player_852,LSG,Bowler,40
P0853,Player_853,KKR,All-Rounder,39
P0854,Player_854,MI,Batsman,20
P0855,Player_855,DC,Wicket Keeper,30
P0856,Player_856,GT,Wicket Keeper,19
P0857,Player_857,RCB,Bowler,20
P0858,Player_858,PBKS,Wicket Keeper,38
P0859,Player_859,RR,Batsman,34
P0860,Player_860,RCB,Bowler,24
P0861,Player_861,LSG,Wicket Keeper,26
P0862,Player_862,RCB,Batsman,39
P0863,Player_863,SRH,Batsman,23
P0864,Player_864,RR,Batsman,24
P0865,Player_865,LSG,Bowler,40
P0866,Player_866,DC,Batsman,27
P0867,Player_867,CSK,Bowler,36
P0868,Player_868,DC,All-Rounder,30
P0869,Player_869,CSK,Batsman,34
P0870,Player_870,RR,Batsman,21
P0871,Player_871,DC,Bowler,20
P0872,Player_872,RR,Wicket Keeper,28
P0873,Player_873,RCB,All-Rounder,32
P0874,Player_874,PBKS,Bowler,29
P0875,Player_875,GT,Wicket Keeper,31
P0876,Player_876,CSK,Wicket Keeper,20
P0877,Player_877,LSG,All-Rounder,25
P0878,Player_878,MI,Batsman,26
P0879,Player_879,CSK,Wicket Keeper,40
P0880,Player_880,CSK,Wicket Keeper,28
P0881,Player_881,RR,Batsman,20
P0882,Player_882,RCB,All-Rounder,32
P0883,Player_883,RR,All-Rounder,21
P0884,Player_884,CSK,Batsman,23
P0885,Player_885,DC,Wicket Keeper,35
P0886,Player_886,GT,Wicket Keeper,21
P0887,Player_887,RCB,Batsman,29
P0888,Player_888,GT,Batsman,37
P0889,Player_889,LSG,All-Rounder,30
P0890,Player_890,RCB,All-Rounder,31
P0891,Player_891,DC,Batsman,35
P0892,Player_892,KKR,Bowler,39
P0893,Player_893,DC,Bowler,22
P0894,Player_894,SRH,All-Rounder,26
P0895,Player_895,PBKS,Bowler,20
P0896,Player_896,CSK,Wicket Keeper,26
P0897,Player_897,DC,All-Rounder,33
P0898,Player_898,MI,All-Rounder,26
P0899,Player_899,KKR,Wicket Keeper,37
P0900,Player_900,LSG,Bowler,32
P0901,Player_901,MI,Bowler,27
P0902,Player_902,RCB,Wicket Keeper,28
P0903,Player_903,LSG,Wicket Keeper,28
P0904,Player_904,PBKS,All-Rounder,31
P0905,Player_905,LSG,Bowler,27
P0906,Player_906,RR,Bowler,33
P0907,Player_907,RR,Bowler,30
P0908,Player_908,RR,All-Rounder,40
P0909,Player_909,PBKS,Bowler,28
P0910,Player_910,DC,All-Rounder,30
P0911,Player_911,RR,Batsman,36
P0912,Player_912,KKR,Bowler,39
P0913,Player_913,GT,Batsman,32
P0914,Player_914,KKR,Wicket Keeper,27
P0915,Player_915,MI,Wicket Keeper,39
P0916,Player_916,PBKS,Bowler,38
P0917,Player_917,SRH,Bowler,26
P0918,Player_918,CSK,Wicket Keeper,30
P0919,Player_919,MI,Wicket Keeper,37
P0920,Player_920,PBKS,Wicket Keeper,35
P0921,Player_921,GT,Wicket Keeper,35
P0922,Player_922,RCB,All-Rounder,40
P0923,Player_923,GT,Batsman,21
P0924,Player_924,KKR,All-Rounder,23
P0925,Player_925,LSG,Batsman,36
P0926,Player_926,DC,All-Rounder,31
P0927,Player_927,MI,Batsman,21
P0928,Player_928,SRH,Bowler,34
P0929,Player_929,GT,Bowler,32
P0930,Player_930,RR,Wicket Keeper,32
P0931,Player_931,LSG,Bowler,29
P0932,Player_932,RCB,Wicket Keeper,21
P0933,Player_933,SRH,Wicket Keeper,20
P0934,Player_934,MI,Bowler,29
P0935,Player_935,SRH,All-Rounder,32
P0936,Player_936,KKR,Wicket Keeper,29
P0937,Player_937,PBKS,Batsman,32
P0938,Player_938,PBKS,All-Rounder,20
P0939,Player_939,SRH,Batsman,40
P0940,Player_940,MI,Batsman,28
P0941,Player_941,MI,Bowler,25
P0942,Player_942,GT,Bowler,35
P0943,Player_943,CSK,All-Rounder,35
P0944,Player_944,DC,Wicket Keeper,25
P0945,Player_945,DC,Bowler,23
P0946,Player_946,DC,Wicket Keeper,18
P0947,Player_947,LSG,Bowler,32
P0948,Player_948,LSG,Wicket Keeper,30
P0949,Player_949,RCB,Bowler,24
P0950,Player_950,SRH,Batsman,36
P0951,Player_951,MI,Bowler,29
P0952,Player_952,RR,Bowler,32
P0953,Player_953,MI,All-Rounder,39
P0954,Player_954,PBKS,All-Rounder,37
P0955,Player_955,DC,Wicket Keeper,36
P0956,Player_956,MI,All-Rounder,29
P0957,Player_957,PBKS,Bowler,39
P0958,Player_958,SRH,Batsman,39
P0959,Player_959,CSK,All-Rounder,21
P0960,Player_960,KKR,All-Rounder,21
P0961,Player_961,CSK,All-Rounder,40
P0962,Player_962,CSK,Wicket Keeper,31
P0963,Player_963,LSG,Bowler,36
P0964,Player_964,DC,Wicket Keeper,23
P0965,Player_965,PBKS,Bowler,35
P0966,Player_966,CSK,Wicket Keeper,27
P0967,Player_967,CSK,Bowler,28
P0968,Player_968,PBKS,Batsman,29
P0969,Player_969,RCB,Wicket Keeper,22
P0970,Player_970,KKR,Wicket Keeper,35
P0971,Player_971,GT,Wicket Keeper,31
P0972,Player_972,PBKS,Wicket Keeper,40
P0973,Player_973,PBKS,Wicket Keeper,23
P0974,Player_974,MI,Batsman,25
P0975,Player_975,SRH,Batsman,26
P0976,Player_976,KKR,All-Rounder,23
P0977,Player_977,PBKS,Wicket Keeper,35
P0978,Player_978,GT,Batsman,36
P0979,Player_979,MI,All-Rounder,35
P0980,Player_980,RR,Batsman,32
P0981,Player_981,GT,Bowler,31
P0982,Player_982,MI,Bowler,27
P0983,Player_983,RCB,Wicket Keeper,26
P0984,Player_984,RR,Batsman,32
P0985,Player_985,MI,Bowler,24
P0986,Player_986,LSG,All-Rounder,40
P0987,Player_987,LSG,Wicket Keeper,23
P0988,Player_988,LSG,Bowler,24
P0989,Player_989,KKR,Batsman,36
P0990,Player_990,RR,All-Rounder,37
P0991,Player_991,GT,Bowler,28
P0992,Player_992,SRH,All-Rounder,36
P0993,Player_993,SRH,Batsman,22
P0994,Player_994,DC,Batsman,26
P0995,Player_995,CSK,Bowler,25
P0996,Player_996,CSK,All-Rounder,25
P0997,Player_997,DC,Wicket Keeper,22
P0998,Player_998,LSG,All-Rounder,38
P0999,Player_999,DC,Wicket Keeper,32
P1000,Player_1000,MI,Batsman,30
P1001,Player_1001,GT,All-Rounder,40
P1002,Player_1002,RR,Wicket Keeper,33
P1003,Player_1003,RR,Batsman,20
P1004,Player_1004,PBKS,All-Rounder,20
P1005,Player_1005,GT,Wicket Keeper,24
P1006,Player_1006,DC,Bowler,33
P1007,Player_1007,SRH,All-Rounder,27
P1008,Player_1008,RR,Bowler,36
P1009,Player_1009,PBKS,All-Rounder,39
P1010,Player_1010,RCB,Batsman,21
P1011,Player_1011,PBKS,Batsman,21
P1012,Player_1012,CSK,Wicket Keeper,32
P1013,Player_1013,RCB,Wicket Keeper,24
P1014,Player_1014,CSK,All-Rounder,23
P1015,Player_1015,SRH,Batsman,38
P1016,Player_1016,RR,All-Rounder,20
P1017,Player_1017,RR,Bowler,19
P1018,Player_1018,DC,All-Rounder,40
P1019,Player_1019,KKR,Wicket Keeper,38
P1020,Player_1020,MI,Batsman,18
P1021,Player_1021,KKR,Wicket Keeper,20
P1022,Player_1022,CSK,Bowler,34
P1023,Player_1023,PBKS,Batsman,18
P1024,Player_1024,RR,Batsman,31
P1025,Player_1025,CSK,Wicket Keeper,20
P1026,Player_1026,KKR,Wicket Keeper,20
P1027,Player_1027,MI,Batsman,28
P1028,Player_1028,RR,All-Rounder,22
P1029,Player_1029,DC,Bowler,38
P1030,Player_1030,CSK,Batsman,34
P1031,Player_1031,LSG,Batsman,37
P1032,Player_1032,CSK,Wicket Keeper,29
P1033,Player_1033,KKR,Bowler,31
P1034,Player_1034,LSG,Wicket Keeper,24
P1035,Player_1035,MI,Batsman,22
P1036,Player_1036,MI,Wicket Keeper,29
P1037,Player_1037,DC,All-Rounder,22
P1038,Player_1038,KKR,All-Rounder,38
P1039,Player_1039,MI,Bowler,35
P1040,Player_1040,LSG,All-Rounder,40
P1041,Player_1041,RCB,All-Rounder,24
P1042,Player_1042,GT,Bowler,30
P1043,Player_1043,SRH,Batsman,25
P1044,Player_1044,PBKS,Wicket Keeper,21
P1045,Player_1045,KKR,Wicket Keeper,38
P1046,Player_1046,LSG,Batsman,34
P1047,Player_1047,RCB,All-Rounder,28
P1048,Player_1048,CSK,Wicket Keeper,36
P1049,Player_1049,DC,All-Rounder,35
P1050,Player_1050,CSK,Wicket Keeper,20
P1051,Player_1051,RCB,Batsman,18
P1052,Player_1052,SRH,Bowler,19
P1053,Player_1053,RCB,Wicket Keeper,34
P1054,Player_1054,SRH,Wicket Keeper,31
P1055,Player_1055,DC,Batsman,38
P1056,Player_1056,GT,Bowler,26
P1057,Player_1057,MI,All-Rounder,20
P1058,Player_1058,GT,Bowler,22
P1059,Player_1059,GT,All-Rounder,30
P1060,Player_1060,LSG,Batsman,27
P1061,Player_1061,DC,Bowler,19
P1062,Player_1062,KKR,Batsman,31
P1063,Player_1063,MI,Wicket Keeper,37
P1064,Player_1064,LSG,Batsman,27
P1065,Player_1065,CSK,Batsman,18
P1066,Player_1066,CSK,Batsman,23
P1067,Player_1067,PBKS,All-Rounder,34
P1068,Player_1068,GT,All-Rounder,23
P1069,Player_1069,RR,Bowler,26
P1070,Player_1070,MI,Batsman,28
P1071,Player_1071,DC,All-Rounder,34
P1072,Player_1072,MI,All-Rounder,40
P1073,Player_1073,LSG,Batsman,33
P1074,Player_1074,PBKS,All-Rounder,19
P1075,Player_1075,PBKS,Bowler,29
P1076,Player_1076,CSK,All-Rounder,21
P1077,Player_1077,LSG,Batsman,25
P1078,Player_1078,GT,Batsman,19
P1079,Player_1079,RCB,Bowler,19
P1080,Player_1080,PBKS,All-Rounder,30
P1081,Player_1081,CSK,Bowler,19
P1082,Player_1082,GT,Wicket Keeper,25
P1083,Player_1083,RR,Bowler,31
P1084,Player_1084,RR,All-Rounder,20
P1085,Player_1085,LSG,All-Rounder,21
P1086,Player_1086,GT,Batsman,23
P1087,Player_1087,KKR,Batsman,30
P1088,Player_1088,MI,Wicket Keeper,27
P1089,Player_1089,SRH,All-Rounder,20
P1090,Player_1090,GT,Wicket Keeper,18
P1091,Player_1091,RR,Bowler,27
P1092,Player_1092,LSG,All-Rounder,37
P1093,Player_1093,KKR,Wicket Keeper,29
P1094,Player_1094,LSG,Wicket Keeper,24
P1095,Player_1095,GT,Bowler,22
P1096,Player_1096,RCB,Wicket Keeper,18
P1097,Player_1097,KKR,All-Rounder,38
P1098,Player_1098,RCB,All-Rounder,18
P1099,Player_1099,DC,All-Rounder,21
P1100,Player_1100,KKR,Bowler,31
P1101,Player_1101,PBKS,Batsman,22
P1102,Player_1102,SRH,Batsman,19
P1103,Player_1103,KKR,Wicket Keeper,40
P1104,Player_1104,RR,Wicket Keeper,20
P1105,Player_1105,LSG,Batsman,34
P1106,Player_1106,CSK,Wicket Keeper,20
P1107,Player_1107,LSG,Batsman,31
P1108,Player_1108,CSK,Bowler,27
P1109,Player_1109,SRH,All-Rounder,30
P1110,Player_1110,RR,All-Rounder,32
P1111,Player_1111,SRH,Bowler,20
P1112,Player_1112,KKR,Bowler,36
P1113,Player_1113,MI,Bowler,21
P1114,Player_1114,CSK,Wicket Keeper,32
P1115,Player_1115,RR,Wicket Keeper,21
P1116,Player_1116,GT,All-Rounder,24
P1117,Player_1117,PBKS,All-Rounder,32
P1118,Player_1118,SRH,Batsman,20
P1119,Player_1119,CSK,All-Rounder,40
P1120,Player_1120,LSG,Batsman,24
P1121,Player_1121,RR,Bowler,20
P1122,Player_1122,KKR,All-Rounder,30
P1123,Player_1123,GT,Batsman,39
P1124,Player_1124,SRH,All-Rounder,23
P1125,Player_1125,RCB,Wicket Keeper,32
P1126,Player_1126,GT,Bowler,21
P1127,Player_1127,PBKS,Batsman,22
P1128,Player_1128,MI,Batsman,19
P1129,Player_1129,KKR,Bowler,24
P1130,Player_1130,DC,All-Rounder,39
P1131,Player_1131,MI,All-Rounder,20
P1132,Player_1132,RCB,Batsman,24
P1133,Player_1133,PBKS,Bowler,20
P1134,Player_1134,RR,Batsman,19
P1135,Player_1135,PBKS,Batsman,23
P1136,Player_1136,LSG,Wicket Keeper,30
P1137,Player_1137,PBKS,Batsman,30
P1138,Player_1138,DC,Bowler,29
P1139,Player_1139,KKR,Bowler,26
P1140,Player_1140,SRH,Wicket Keeper,22
P1141,Player_1141,RCB,Bowler,38
P1142,Player_1142,SRH,Wicket Keeper,31
P1143,Player_1143,GT,Wicket Keeper,19
P1144,Player_1144,MI,All-Rounder,30
P1145,Player_1145,CSK,Wicket Keeper,24
P1146,Player_1146,GT,Bowler,38
P1147,Player_1147,GT,Batsman,30
P1148,Player_1148,RR,Wicket Keeper,35
P1149,Player_1149,PBKS,All-Rounder,36
P1150,Player_1150,GT,All-Rounder,30
P1151,Player_1151,SRH,Bowler,18
P1152,Player_1152,RR,Bowler,18
P1153,Player_1153,SRH,Batsman,33
P1154,Player_1154,GT,All-Rounder,36
P1155,Player_1155,KKR,Bowler,21
P1156,Player_1156,KKR,Bowler,26
P1157,Player_1157,GT,Batsman,25
P1158,Player_1158,LSG,Wicket Keeper,29
P1159,Player_1159,CSK,Bowler,25
P1160,Player_1160,LSG,All-Rounder,40
P1161,Player_1161,RR,Batsman,40
P1162,Player_1162,RR,Bowler,36
P1163,Player_1163,KKR,Wicket Keeper,35
P1164,Player_1164,SRH,Bowler,33
P1165,Player_1165,RCB,Batsman,19
P1166,Player_1166,KKR,Bowler,18
P1167,Player_1167,GT,Wicket Keeper,18
P1168,Player_1168,RR,Bowler,22
P1169,Player_1169,RR,Bowler,28
P1170,Player_1170,RCB,Batsman,22
P1171,Player_1171,LSG,Bowler,21
P1172,Player_1172,GT,All-Rounder,20
P1173,Player_1173,RR,Wicket Keeper,36
P1174,Player_1174,MI,All-Rounder,27
P1175,Player_1175,RR,Bowler,23
P1176,Player_1176,DC,Wicket Keeper,38
P1177,Player_1177,RR,Bowler,40
P1178,Player_1178,GT,All-Rounder,25
P1179,Player_1179,LSG,Bowler,30
P1180,Player_1180,SRH,All-Rounder,22
P1181,Player_1181,CSK,Batsman,40
P1182,Player_1182,LSG,Wicket Keeper,36
P1183,Player_1183,RCB,Bowler,37
P1184,Player_1184,RR,Bowler,38
P1185,Player_1185,LSG,Batsman,33
P1186,Player_1186,CSK,All-Rounder,20
P1187,Player_1187,KKR,All-Rounder,28
P1188,Player_1188,CSK,Batsman,40
P1189,Player_1189,RR,Wicket Keeper,18
P1190,Player_1190,SRH,Bowler,25
P1191,Player_1191,MI,All-Rounder,26
P1192,Player_1192,MI,Batsman,19
P1193,Player_1193,DC,Wicket Keeper,31
P1194,Player_1194,CSK,Wicket Keeper,33
P1195,Player_1195,DC,All-Rounder,35
P1196,Player_1196,DC,Batsman,33
P1197,Player_1197,LSG,Bowler,23
P1198,Player_1198,PBKS,Batsman,19
P1199,Player_1199,SRH,Batsman,28
P1200,Player_1200,SRH,Batsman,20
P1201,Player_1201,RR,Bowler,30
P1202,Player_1202,CSK,Batsman,35
P1203,Player_1203,MI,All-Rounder,37
P1204,Player_1204,LSG,Wicket Keeper,40
P1205,Player_1205,RCB,Wicket Keeper,38
P1206,Player_1206,CSK,Wicket Keeper,23
P1207,Player_1207,RCB,Batsman,28
P1208,Player_1208,KKR,Bowler,31
P1209,Player_1209,GT,All-Rounder,39
P1210,Player_1210,SRH,All-Rounder,25
P1211,Player_1211,MI,Batsman,30
P1212,Player_1212,LSG,Wicket Keeper,22
P1213,Player_1213,RCB,All-Rounder,18
P1214,Player_1214,DC,Batsman,27
P1215,Player_1215,LSG,Wicket Keeper,24
P1216,Player_1216,MI,Batsman,24
P1217,Player_1217,CSK,All-Rounder,20
P1218,Player_1218,PBKS,Batsman,27
P1219,Player_1219,DC,Wicket Keeper,33
P1220,Player_1220,SRH,Batsman,38
P1221,Player_1221,GT,Wicket Keeper,23
P1222,Player_1222,RR,Wicket Keeper,29
P1223,Player_1223,CSK,Wicket Keeper,19
P1224,Player_1224,SRH,Wicket Keeper,32
P1225,Player_1225,SRH,Bowler,26
P1226,Player_1226,LSG,Batsman,22
P1227,Player_1227,MI,Batsman,39
P1228,Player_1228,RR,Wicket Keeper,36
P1229,Player_1229,KKR,Batsman,30
P1230,Player_1230,GT,Wicket Keeper,35
P1231,Player_1231,PBKS,Bowler,33
P1232,Player_1232,SRH,Batsman,30
P1233,Player_1233,RCB,Bowler,21
P1234,Player_1234,PBKS,Bowler,23
P1235,Player_1235,KKR,Bowler,22
P1236,Player_1236,RCB,Wicket Keeper,20
P1237,Player_1237,DC,Bowler,38
P1238,Player_1238,CSK,All-Rounder,28
P1239,Player_1239,MI,Batsman,30
P1240,Player_1240,GT,Wicket Keeper,35
P1241,Player_1241,RR,All-Rounder,34
P1242,Player_1242,PBKS,Batsman,40
P1243,Player_1243,LSG,Wicket Keeper,21
P1244,Player_1244,DC,Bowler,22
P1245,Player_1245,LSG,Batsman,21
P1246,Player_1246,LSG,Batsman,27
P1247,Player_1247,GT,All-Rounder,31
P1248,Player_1248,SRH,Wicket Keeper,38
P1249,Player_1249,PBKS,Wicket Keeper,19
P1250,Player_1250,CSK,All-Rounder,30
P1251,Player_1251,CSK,Wicket Keeper,19
P1252,Player_1252,DC,All-Rounder,40
P1253,Player_1253,KKR,Batsman,33
P1254,Player_1254,SRH,All-Rounder,18
P1255,Player_1255,RR,All-Rounder,27
P1256,Player_1256,SRH,Wicket Keeper,40
P1257,Player_1257,MI,Bowler,22
P1258,Player_1258,SRH,Wicket Keeper,28
P1259,Player_1259,SRH,Wicket Keeper,37
P1260,Player_1260,MI,Bowler,32
P1261,Player_1261,KKR,Wicket Keeper,33
P1262,Player_1262,GT,All-Rounder,19
P1263,Player_1263,GT,Bowler,20
P1264,Player_1264,SRH,Wicket Keeper,22
P1265,Player_1265,GT,Batsman,23
P1266,Player_1266,KKR,Bowler,19
P1267,Player_1267,KKR,Batsman,32
P1268,Player_1268,RCB,All-Rounder,40
P1269,Player_1269,KKR,All-Rounder,29
P1270,Player_1270,PBKS,Wicket Keeper,38
P1271,Player_1271,MI,Batsman,25
P1272,Player_1272,RR,Wicket Keeper,37
P1273,Player_1273,PBKS,Bowler,33
P1274,Player_1274,LSG,All-Rounder,29
P1275,Player_1275,CSK,All-Rounder,40
P1276,Player_1276,MI,All-Rounder,18
P1277,Player_1277,DC,Batsman,23
P1278,Player_1278,LSG,Bowler,25
P1279,Player_1279,KKR,Bowler,26
P1280,Player_1280,DC,Batsman,39
P1281,Player_1281,RCB,Wicket Keeper,22
P1282,Player_1282,CSK,Batsman,25
P1283,Player_1283,SRH,All-Rounder,40
P1284,Player_1284,SRH,Wicket Keeper,30
P1285,Player_1285,RR,Wicket Keeper,26
P1286,Player_1286,KKR,Wicket Keeper,27
P1287,Player_1287,GT,Wicket Keeper,36
P1288,Player_1288,MI,Batsman,34
P1289,Player_1289,RR,All-Rounder,27
P1290,Player_1290,MI,Wicket Keeper,20
P1291,Player_1291,RR,All-Rounder,38
P1292,Player_1292,RR,All-Rounder,26
P1293,Player_1293,SRH,Bowler,22
P1294,Player_1294,GT,Bowler,19
P1295,Player_1295,LSG,Wicket Keeper,39
P1296,Player_1296,RR,Bowler,18
P1297,Player_1297,PBKS,All-Rounder,26
P1298,Player_1298,DC,Wicket Keeper,30
P1299,Player_1299,RCB,Bowler,28
P1300,Player_1300,KKR,Wicket Keeper,39
P1301,Player_1301,RR,All-Rounder,23
